"filename", "language", "TypeScript", "JSON with Comments", "Prisma", "SCSS", "TypeScript JSX", "GraphQL", "JSON", "Markdown", "comment", "blank", "total"
"c:\Users\antho\Desktop\nextjs-social-app\src\prisma\pothos-types.ts", "TypeScript", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85
"c:\Users\antho\Desktop\nextjs-social-app\src\prisma\schema.prisma", "Prisma", 0, 0, 43, 0, 0, 0, 0, 0, 0, 9, 52
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\base\_reset.scss", "SCSS", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\components\Avatar.module.scss", "SCSS", 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\components\ErrorUI.module.scss", "SCSS", 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\components\Loading.module.scss", "SCSS", 0, 0, 0, -35, 0, 0, 0, 0, 0, -5, -40
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\components\LoadingUI.module.scss", "SCSS", 0, 0, 0, 60, 0, 0, 0, 0, 0, 3, 63
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\components\Modal.module.scss", "SCSS", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\globals.scss", "SCSS", 0, 0, 0, 11, 0, 0, 0, 0, 1, 3, 15
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\Draft.module.scss", "SCSS", 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, -3
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\Footer.module.scss", "SCSS", 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, -3
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\Header.module.scss", "SCSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\Landing.module.scss", "SCSS", 0, 0, 0, 29, 0, 0, 0, 0, 0, 6, 35
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\Login.module.scss", "SCSS", 0, 0, 0, 26, 0, 0, 0, 0, 0, 6, 32
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\Post.module.scss", "SCSS", 0, 0, 0, -34, 0, 0, 0, 0, 0, -4, -38
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\PostDetail.module.scss", "SCSS", 0, 0, 0, 54, 0, 0, 0, 0, 0, 11, 65
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\Profile.module.scss", "SCSS", 0, 0, 0, -2, 0, 0, 0, 0, 0, -1, -3
"c:\Users\antho\Desktop\nextjs-social-app\src\styles\sass\layout\Timeline.module.scss", "SCSS", 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getAllPosts.ts", "TypeScript", -5, 0, 0, 0, 0, 0, 0, 0, 0, -3, -8
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getAllPublishedPosts.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getCurrentUser.ts", "TypeScript", -5, 0, 0, 0, 0, 0, 0, 0, 0, -8, -13
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getFormattedJoinedDate.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getMyMoments.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 5, 39
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getMyNotifications.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getMyProfile.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 6, 51
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getMyTimeline.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getPostDetail.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 6, 43
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getPostsByUser.ts", "TypeScript", -5, 0, 0, 0, 0, 0, 0, 0, 0, -3, -8
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getRandomFacts.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getUserProfile.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48
"c:\Users\antho\Desktop\nextjs-social-app\src\utils\getUserTimeline.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"c:\Users\antho\Desktop\nextjs-social-app\tsconfig.json", "JSON with Comments", 0, 2, 0, 0, 0, 0, 0, 0, -2, 0, 0
"Total", "-", 910, 2, 43, 17, 846, 147, 61, 1, 14, 298, 2339
